Uniq Id,Product Name,Brand Name,Category,Product Description,Selling Price,Product Specification,Technical Details,Shipping Weight,Image,Product Url,Is Amazon Seller,Product Description
A46,Jacket,Puma,Clothing,high quality material,$11.89,ProductDimensions:0.8x11.8x8.6inches|ItemWeight:15.2ounces|ShippingWeight:15.2ounces(Viewshippingratesandpolicies)|ASIN:B00P2SL9JG|Itemmodelnumber:7189|Manufacturerrecommendedage:36months-5years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Product Description Each piece on this magnetic Cinderella game reveals a hidden image. Kids will love transforming the scene with the ""magical"" magnetic wand! Brand Story By Melissa & Doug From the Manufacturer From classic wooden toys to crafts, pretend play, and games, Melissa & Doug products provide a launch pad to ignite imagination and a sense of wonder in all children so they can discover themselves, their passions, and their purpose. Since the company’s founding more than 25 years ago, Melissa & Doug has consistently delivered innovative products that inspire open-ended thinking, encourage kids to see new possibilities, and offer Countless Ways to Play. It’s part of a bigger vision to Take Back Childhood. Because by giving children a true childhood with the space and freedom to explore their world, we give them a path to realizing their full potential! | 15.2 ounces (View shipping rates and policies)",15.2 ounces,https://images-na.ssl-images-amazon.com/images/I/61Dh3Liw2dL.jpg|https://images-na.ssl-images-amazon.com/images/I/41vXktBhBpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-Disney-Cinderella-Magnetic/dp/B00P2SL9JG,Y,Best gaming experience
A47,shoes,Puma,,,$237.70,ProductDimensions:2.2x6.3x5.9inches|ItemWeight:5.1ounces|ShippingWeight:8.5ounces(Viewshippingratesandpolicies)|ASIN:B07GXMCWT5|Itemmodelnumber:80-513200|Manufacturerrecommendedage:3month-2years|Batteries:1AAAbatteriesrequired.(included),"show up to 2 reviews by default Say g'day with the Twist & Hug Koala Rattle. Twinkling heart button triggers phrases about feelings, fun facts about the koala, silly sounds and entertaining music and songs. When your little one gives the adorable koala toy a shake, it will respond with playful sounds and short tunes. Twisting the koala's colorful textured ears develop fine motor skills. The textured handle is perfectly sized for little ones to hold, while the sliding rings and koala bead promote tactile stimulation. Shake and play on the go with the cute koala baby rattle! Intended for ages 3-24 months. Requires 1 AAA battery. Battery included for demo purposes only, new battery recommended for regular use. | 8.5 ounces (View shipping rates and policies)",8.5 ounces,https://images-na.ssl-images-amazon.com/images/I/41rulumRSTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Q3PJ9aoaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZuCI2XiwL.jpg|https://images-na.ssl-images-amazon.com/images/I/4119Qg5nZTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NQCjWkogL.jpg|https://images-na.ssl-images-amazon.com/images/I/41p4XJCWaDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41znMsplIUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/VTech-Twist-Hug-Koala-Rattle/dp/B07GXMCWT5,Y,Best gaming experience
A48,lab equipment,Labware,,,$99.97,ProductDimensions:18x12x3inches|ItemWeight:4.8ounces|ShippingWeight:5ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00HA4YVH2|Itemmodelnumber:620029_S|Manufacturerrecommendedage:36months-4years,"Size:Small show up to 2 reviews by default Product Description Rubie's Costume Company has designed quality costume and fun clothing for decades. Trusted to be the leader of cosplay, Halloween, and general decor items, Rubie's does not sacrifice quality for price. Expect the highest in costume design and material with Rubie's. From the Manufacturer Marvel Comics and Rubies Costume Company have teamed to outfit you in all the costumes and accessories you need to dress as all of your favorite heroes and villains. Since 1951 Rubies has been the world's leader in costumes, decor and accessories, to make celebrating safe and fun. From witches and pirates to vampires and zombies, from Graceland to galaxies far, far away, we know that the Rubies' Costume Collection will inspire you to a bigger and better Halloween season. Mascots, rental quality costumes, masks, wigs, accessories, shoes and every significant licensed costume you want to wear can be found under the Rubies' brand. Still family owned, still family focused; Rubies' brings you fun for every season, Halloween, Christmas, Mardi Gras, Easter and all in-between. | 5 ounces (View shipping rates and policies)",5 ounces,https://images-na.ssl-images-amazon.com/images/I/41V2T9EMMJL.jpg|https://images-na.ssl-images-amazon.com/images/I/415SzB9YT3L.jpg|https://images-na.ssl-images-amazon.com/images/I/51I1fFrEGlL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FRydmHcrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Avengers-Assemble-Captain-America-Costume/dp/B00HA4YVH2,Y,Nike Accessories
A49,cleaning robot,iRobot,Home & Kitchen ,Best robotic experience,$34.101,,,,https://images-na.ssl-images-amazon.com/images/I/4184h6kKK7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Vallejo-Color-Sunblast-Yellow-Paint/dp/B000PH7NDU,Y,Best gaming experience
A50,Industrial tools,Bosch,Industrial Product,lasting Quality,$28.93,ProductDimensions:8.2x2.5x2.5inches|ItemWeight:1.6ounces|ShippingWeight:2.08ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:0735353913|Itemmodelnumber:9780735353916|Manufacturerrecommendedage:4-10years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Style:Unicorn Magic Let your child’s artistic creativity and imagination run free with the Mudpuppy Unicorn Magic Activity Roll. The innovatively-designed coloring roll is 6’ long x 7” wide for long-lasting fun! Kids ages 4 and up will be surprised as they unroll each section to see a new unicorn-themed challenge including coloring, mazes, spot the difference, and more! Each activity sheet is perforated to tear out one at a time, take along with you or display proudly on the wall. Pull out the entire roll for a fun group activity! The magical roll of activities is ready to use as soon as you open the box! Five bright colored pencils in blue, pink, orange, purple, and yellow are included to create hours of unicorn artwork. Cleanup and storage could not be easier because the self-contained unicorn activity paper easily rolls back inside the 8” x 8” x 2” box after kids are done playing. Great size to take with you for artistic time away from home. For over 25 years, Mudpuppy has created quality non-digital puzzles, games, and toys for children and families that facilitate creative play and imaginative thinking. All Mudpuppy products adhere to CPSIA, ASTM, and CE Safety Regulations. Environmentally conscious, the packaging contains 80% recycled paper and it is printed with nontoxic inks. | 2.08 ounces (View shipping rates and policies)",2.08 ounces,https://images-na.ssl-images-amazon.com/images/I/41-DrZEjVaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31D7KElW8PL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KszLLINML.jpg|https://images-na.ssl-images-amazon.com/images/I/41mFtTGzT2L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mudpuppy-Unicorn-Magic-Activity-Roll/dp/0735353913,Y,Best gaming experience
A51,furnitures,IKEA,Home Furniture,best interior furnitures,$17.51,ProductDimensions:3.5x0.5x5.5inches|ItemWeight:3.52ounces|ShippingWeight:3.52ounces(Viewshippingratesandpolicies)|ASIN:B07L9K5VDS|Itemmodelnumber:5528059|Manufacturerrecommendedage:6yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Color:Liverpool Fc show up to 2 reviews by default YNWA! Come on you Reds! Liverpool FC fans, it’s time to show your colours with this 2018/19 Liverpool FC Top Trumps pack. It’s bursting with awesome trivia and fun stats on all the players from the current team. Featuring all your favourites from Milner, Van Dijk and Robertson, to the triumphant trio of Mane, Firmino and Salah! | 3.52 ounces (View shipping rates and policies)",3.52 ounces,https://images-na.ssl-images-amazon.com/images/I/41M2zyAIx0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51oA5m2mYgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51L4qCx2--L.jpg|https://images-na.ssl-images-amazon.com/images/I/51d4nj4AdrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51s6kFHLC%2BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Top-Trumps-Liverpool-Card-Game/dp/B07L9K5VDS,Y,Best gaming experience
A52,Mobile Phone,Apple,Electronic device,cutting-edge technology,$29.14,ShippingInformation:Viewshippingratesandpolicies|ASIN:B07TQNPFL5,,,https://images-na.ssl-images-amazon.com/images/I/41XFzOI48fL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hot-Wheels-Track-Builder-Straight/dp/B07TQNPFL5,Y,Best gaming experience
A53,Laptop,Samsung,,,$97.70,ShippingInformation:Viewshippingratesandpolicies|ASIN:B01LWQ2H1T,,,https://images-na.ssl-images-amazon.com/images/I/31zUOuZppEL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-Annie-Feeding-Bundle/dp/B01LWQ2H1T,Y,Best gaming experience
A54,Jacket,Puma,Clothing,high quality material,$12.101,ProductDimensions:7.5x1.5x7inches|ItemWeight:1.93pounds|ShippingWeight:2pounds(Viewshippingratesandpolicies)|ASIN:B071FH42VT|Itemmodelnumber:80-489400|Manufacturerrecommendedage:24months-5years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | The leap start level 1 activity book bundle includes alphabet adventures, Scout & friends math, shapes & colors and the world of baby animals. Join leap, Tad and Lily in alphabet adventures as they meet letters A-Z at the letter factory. SCOUT & friends math lets kids join Scout and his friends as they play and explore counting, number recognition and problem solving. Visit a prehistoric world in shapes & colors that’s filled with dinosaur friends and introduces shapes and colors. Learn and play with all your favorite baby animals in the world of baby animals. Perfect for ages 2-5, these activity books each include 30+ replayable activities and 25+ reward stickers. Activity books are compatible with all leap start systems (sold separately). | 2 pounds (View shipping rates and policies)",2 pounds,https://images-na.ssl-images-amazon.com/images/I/615u%2Bwxoh6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51i3Ftoj6ML.jpg|https://images-na.ssl-images-amazon.com/images/I/51WpNtxqWNL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eX7YHwuLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qVRynt3xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UkFL66JoL.jpg|https://images-na.ssl-images-amazon.com/images/I/514u3QCLTrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/LeapFrog-LeapStart-Preschool-Activity-Animals/dp/B071FH42VT,Y,Best gaming experience
A55,Jewllery,Dezire,Jewllery and Accessories,,$18.18,ProductDimensions:8.5x6x0.5inches|ItemWeight:12.6ounces|ShippingWeight:12.6ounces(Viewshippingratesandpolicies)|ASIN:0999769863|Itemmodelnumber:VRGGNA07|Manufacturerrecommendedage:14yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | In Sherlock Holmes: the challenge of Irene Adler, there is a new detective in town! Irene is now competing with the baker street boys for business. But will she truly be able to rival the skills of Sherlock? Play solo, or head to head against another player Each taking on the role of either Sherlock Holmes or Irene Adler. Only by using your wits will you prove yourself to be London's greatest detective! Will you best your opponent in this battle of wits? Or will your opponent come out on top?  made in France. | 12.6 ounces (View shipping rates and policies)",12.6 ounces,https://images-na.ssl-images-amazon.com/images/I/41%2BC4DiNNKL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Sherlock-Holmes-Challenge-Irene-Adler/dp/0999769863,Y,Best gaming experience
A56,Gaming kit,Lego,Sports and Games,Best gaming experience,$84.63,ProductDimensions:4.2x3.8x1.5inches|ItemWeight:1.6ounces|ShippingWeight:1.6ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00T3NJ9WU|Itemmodelnumber:80310|Manufacturerrecommendedage:13months-8years,"High quality, fully licensed wallet, which is sure to make any Anime fan thrilled. Sturdy construction, high quality graphics, and fully functional. | 1.6 ounces (View shipping rates and policies)",1.6 ounces,https://images-na.ssl-images-amazon.com/images/I/51zGt6JwRKL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Eastern-Entertainment-Attack-Titan/dp/B00T3NJ9WU,Y,Nike Accessories
A57,Baby powder,Johnson & Johnson,Baby Product,safe and hygiene,$33.94,ProductDimensions:2x2x3inches|ItemWeight:6.2ounces|ShippingWeight:6.2ounces(Viewshippingratesandpolicies)|ASIN:B07Y91KCN8|Itemmodelnumber:DMZ0579|Manufacturerrecommendedage:8yearsandup,"Style:Series 1 show up to 2 reviews by default You can be a hero with My Hero Academia Domez Series 1, featuring characters from the smash-hit anime series! Each mystery 4-pack includes four out of nine possible characters, including all might, Izuku midoriya (Deke), Katsu Ki bakugo, ochaco uraraka, Tenya iida, shoot Todoroki, tsuyu asui, shot a AIZWA (eraser) and a mystery Chase variant! Each miniature figure is enclosed in their own stackable and connectable display case. Build your collection of Domez to connect & display—your way! For ages 8 and up. | 6.2 ounces (View shipping rates and policies)",6.2 ounces,https://images-na.ssl-images-amazon.com/images/I/415Z5w-asgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aLMT9AvLL.jpg|https://images-na.ssl-images-amazon.com/images/I/31bgZ3YpQdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31aWAznSuHL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GJWayEoGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41C8qkAJRuL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RWZGioiVL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Domez-Hero-Academia-4-Piece-Bundle/dp/B07Y91KCN8,Y,Best gaming experience
A58,Laptop,Samsung,,,$14.101,ProductDimensions:3.8x8x6.5inches|ItemWeight:12ounces|ShippingWeight:12ounces(Viewshippingratesandpolicies)|ASIN:B07WHLYW7F|Itemmodelnumber:6058005|Manufacturerrecommendedage:36months-5years,"Mighty Chase is charged up and ready for action in his Charged Up Deluxe Vehicle! With Chase (figure included) behind the wheel of his cruiser, it’s time for action-packed mighty rescues! Chase’s Charged Up Deluxe Vehicle is equipped with lights and sounds and real working caster wheels that make it possible to drift 360 degrees in any direction! Push the button on the front of the cruiser to activate the lights and sounds – translucent accents on the vehicle light up as it makes exciting sound effects! Collect the rest of the Charged Up Deluxe Vehicles (each sold separately) and team up to help save the day! Join Chase on supercharged rescue missions with his Charged Up Deluxe Vehicle! | 12 ounces (View shipping rates and policies)",12 ounces,https://images-na.ssl-images-amazon.com/images/I/41mzdeHA09L.jpg|https://images-na.ssl-images-amazon.com/images/I/514JQcGWPNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FE0zMn4VL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zlXuYjOOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51YJpBh2EnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VcG4Z1o-L.jpg|https://images-na.ssl-images-amazon.com/images/I/814RgjdsVbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Paw-Patrol-Mighty-Charged-Vehicle/dp/B07WHLYW7F,Y,Best gaming experience
A59,kitchen utensil,cera ,kitchen products,,$4.101,ProductDimensions:12x12x12.2inches|ItemWeight:15.2ounces|ShippingWeight:1.54pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B003AP4JPE|Itemmodelnumber:1408|Manufacturerrecommendedage:18monthsandup,"show up to 2 reviews by default ALEX Discover Button Art comes with over 40 buttons and 10 pictures for hours of artistic fun. This toy is designed for preschoolers to develop hand eye coordination, fine motor skills and creative thinking. It also comes with a wide storage tray to keep everything together. All your child has to do is match and snap the chunky buttons to complete the pictures. The pictures include a frog, bird, house, tree, truck, and more, all perfect for little ones learning how to use their creativity. Pick everything up and place back into the wide storage tray for a fast and easy cleanup. Includes 46 colorful buttons, 10 different pictures and a 2 piece storage tray. Recommended for children 18 months of age and older. | 1.54 pounds (View shipping rates and policies)",1.54 pounds,https://images-na.ssl-images-amazon.com/images/I/51n0cTKvgWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aAoqC2NGL.jpg|https://images-na.ssl-images-amazon.com/images/I/512Ri%2BS3PLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tPCCW981L.jpg|https://images-na.ssl-images-amazon.com/images/I/61TZcV9P0ZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/ALEX-Discover-Button-Art-Activity/dp/B003AP4JPE,Y,Best gaming experience
A60,home decor,candid crafts,Home decoration items,,$34.41,ProductDimensions:3x3x12.4inches|ItemWeight:2pounds|ShippingWeight:3.7pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B077SCH3B2|Itemmodelnumber:DEC170420|Manufacturerrecommendedage:15yearsandup,"show up to 2 reviews by default Jefferson Pierce returns to the superhero fold as Black Lightning, the star of The CW's upcoming TV series Black Lightning! Limited edition of 5,000. Measures approximately 12.42"" tall. Sculpted by Alterton. | 3.7 pounds (View shipping rates and policies)",3.7 pounds,https://images-na.ssl-images-amazon.com/images/I/41vJ5amvKeL.jpg|https://images-na.ssl-images-amazon.com/images/I/31tr4qwqZmL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-%2BMGqJASL.jpg|https://images-na.ssl-images-amazon.com/images/I/31sgD4%2B0HlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HbaURPW8L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DC-Collectibles-DCTV-Lightning-Statue/dp/B077SCH3B2,Y,Best gaming experience
A61,Mobile Phone,Apple,Electronic device,cutting-edge technology,$12.90,,Go to Your Orders to start the return Print the return shipping label Ship it! | Go to Your Orders to start the return Print the return shipping label Ship it! | show up to 2 reviews by default BLACK AND RED STREAKED WIGVampire Costumes(Item #WIG431)Includeswig Two Tone Streak Wig in Black and Red. Be sure to get a wig cap to control hair under the wig. It improves the wig fit for better style and enhances wig comfort,,https://images-na.ssl-images-amazon.com/images/I/41Kn5kgGcDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rubies-Pastel-Cotton-Candy-Curly/dp/B00C0PE8L0,Y,Nike Accessories
A62,Jacket,Puma,Clothing,high quality material,$117.28,ProductDimensions:3x4x5inches|ItemWeight:8.2ounces|ShippingWeight:8ounces(Viewshippingratesandpolicies)|ASIN:B07W45KR12|Itemmodelnumber:45324|Manufacturerrecommendedage:6yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default From Mulan, Mulan on Khan, as a stylized POP! Rides from Funko! Figure stands 5 inches and comes in a window display box. Check out the other Mulan figures from Funko! Collect them all! | 8 ounces (View shipping rates and policies)",8 ounces,https://images-na.ssl-images-amazon.com/images/I/41UEjHYEc9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-Pop-Rides-Mulan-Khan/dp/B07W45KR12,Y,Best gaming experience
A63,shoes,Puma,,,$9.41,ProductDimensions:22.4x14.7x0.1inches|ItemWeight:0.48ounces|ShippingWeight:0.48ounces(Viewshippingratesandpolicies)|Manufacturer:TrendsInternational|ASIN:B07ZGDW3L5|Itemmodelnumber:POD14611S,"Size:14.725"" x 22.375""  |  Color:Premium Unframed Express yourself with this full-colour, high-quality poster. Our posters are a great way to enhance any room—from a dorm room to a boardroom. They are easily framed or hung with our Poster Clip to make decorating any wall easy. Rolled and shipped in a steady tube. Makes a great gift! | 0.48 ounces (View shipping rates and policies)",0.48 ounces,https://images-na.ssl-images-amazon.com/images/I/41k0qqZyyeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CJs1F%2BDtL.jpg|https://images-na.ssl-images-amazon.com/images/I/517N3XyHxDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Trends-International-Movie-Batman-Superman-Unframed/dp/B07ZGDW3L5,Y,Best gaming experience
A64,lab equipment,Labware,,,$17.87,ProductDimensions:6x6x10inches|ItemWeight:8ounces|ShippingWeight:10.4ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00B4WJB26|Itemmodelnumber:03395|Manufacturerrecommendedage:36months-15years|Batteries:1Lithiumionbatteriesrequired.,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Style:perky show up to 2 reviews by default Product Description 9.5"" PERKY PENGUIN Silky soft and sweet to the touch! Part of the Sweet and Softer Collection. From the Manufacturer Aurora World's Sweet and Softer Perky Penguin is 9.5"" tall and made of silky soft two-tone plush. Sweet and Softer characters are constructed with top quality materials and lock washer eyes for safety, ensuring durability and long time enjoyment. Aurora World is an industry leader with over 30 years of experience designing and manufacturing innovative, high quality plush products. | 10.4 ounces (View shipping rates and policies)",10.4 ounces,https://images-na.ssl-images-amazon.com/images/I/51zEr1BhvpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-uVCBgWbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aurora-World-Sweet-Softer-Penguin/dp/B00B4WJB26,Y,Best gaming experience
A65,cleaning robot,iRobot,Home & Kitchen ,Best robotic experience,$27.52,ProductDimensions:5x12x6inches|ItemWeight:14.4ounces|ShippingWeight:14.4ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00RGGGCCQ|Itemmodelnumber:A5841223|Manufacturerrecommendedage:18monthsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Little girls can have the love and fun of real babies with this Luv 'n Snuggle Baby doll! She's a soft and cuddly little doll who needs your daughter to take care of her and cuddle her. She comes with a baby bottle for when she needs comfort and care. Her thumb goes in her mouth, just like a real baby! You'll love watching your little girl learn about being a mommy with the Luv 'n Snuggle Baby doll! Baby Alive and all related characters are trademarks of Hasbro. | 14.4 ounces (View shipping rates and policies)",14.4 ounces,https://images-na.ssl-images-amazon.com/images/I/41wqBSDd2AL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iRTfdtvuL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Baby-Alive-Snuggle-Doll-Blond/dp/B00RGGGCCQ,Y,Best gaming experience
A66,Industrial tools,Bosch,Industrial Product,lasting Quality,$10.101,ProductDimensions:2.3x12.8x10.3inches|ItemWeight:15.2ounces|ShippingWeight:1.05pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01N5QY3A1|Itemmodelnumber:FFC49|Manufacturerrecommendedage:6-10years,"Create and build in the WellieWishers' favorite place to play make-believe! When it comes to play time, there's no stopping Willa and Kendall's imagination in the Playful Playhouse. Build the playhouse and set their cutest ideas into motion! Fly the Wellies' kites with their robin friends. Help Willa paint at the easel. Get Kendall's tools from her bench and use them to build a birdhouse. No matter what they do, this is where the WellieWishers make friendships bloom! Ideal for ages 5 and up. | 1.05 pounds (View shipping rates and policies)",1.05 pounds,https://images-na.ssl-images-amazon.com/images/I/51mrb%2BpfB-L.jpg|https://images-na.ssl-images-amazon.com/images/I/61ZfWZ6oIQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WW52wv53L.jpg|https://images-na.ssl-images-amazon.com/images/I/413YJqQonNL.jpg|https://images-na.ssl-images-amazon.com/images/I/416g6iO8arL.jpg|https://images-na.ssl-images-amazon.com/images/I/518Fl2hradL.jpg|https://images-na.ssl-images-amazon.com/images/I/51csCM4XWAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mega-Construx-Welliewishers-Playhouse-Buildable/dp/B01N5QY3A1,Y,Best gaming experience
A67,furnitures,IKEA,Home Furniture,best interior furnitures,$159.101,ProductDimensions:5.5x9x7inches|ItemWeight:5.6ounces|ShippingWeight:5.6ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01BKUF2WE|Itemmodelnumber:26276|Manufacturerrecommendedage:36months-15years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Aurora World's Miyoni premium plush animals are made with superior materials and great attention to detail. Each piece is beautifully designed and features realistic air-brushed color accents to replicate the animals as found in nature. Double bagged bean-filling along with lock-washer eyes and nose ensure safety and durability, giving long lasting enjoyment. Aurora World is an industry leader with over 30 years of experience designing and manufacturing innovative, high quality plush products. | 5.6 ounces (View shipping rates and policies)",5.6 ounces,https://images-na.ssl-images-amazon.com/images/I/51y8vchBQeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51a4ssVGjYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51T6EpUCMGL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aurora-World-Miyoni-Poodle-Plush/dp/B01BKUF2WE,Y,Best gaming experience
